method,split,regime,task,seed,episodes,mismatch,success_rate,utility,mechanism_precision,incompatible_retrieval_rate,recovery_success,damage_rate,query_cost,regret,calibration_error,retrieval_coverage,budget,profile,accepted_under_budget,risk_breach,realized_risk
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,drawer_pull_with_stiction,7,96,0.2088000000,0.2970833333,0.2114983073,0.2876240000,0.2273747200,0.3220432848,0.1179357304,0.1040718333,0.1849950833,0.1171187955,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1997906296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,drawer_pull_with_stiction,8,96,0.2088000000,0.2970833333,0.2110651299,0.2884780000,0.2279797200,0.3228691098,0.1183350804,0.1044258333,0.1854834434,0.1175004755,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.2004077796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,drawer_pull_with_stiction,9,96,0.2088000000,0.3283333333,0.2424026998,0.2893320000,0.2285847200,0.3096879348,0.1121689304,0.1043423333,0.1862239296,0.1178821555,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1944594296
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,0,96,0.1512000000,0.2554166667,0.1750773029,0.2961080000,0.2135492800,0.2936263752,0.1123279496,0.1039441667,0.1791004428,0.1130419885,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1892056904
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,1,96,0.1512000000,0.2554166667,0.1746587667,0.2969340000,0.2141342800,0.2944249002,0.1127138996,0.1042861667,0.1795723944,0.1134113485,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1898022404
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,2,96,0.1512000000,0.3908333333,0.3117639806,0.2977600000,0.2147192800,0.2952234252,0.1106623496,0.1027323333,0.1800443459,0.1137807085,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1879612904
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,3,96,0.1512000000,0.2658333333,0.1880022444,0.2985860000,0.2153042800,0.2960219502,0.1072952996,0.1048243333,0.1805162975,0.1141500685,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1848048404
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,4,96,0.1512000000,0.1929166667,0.1135324583,0.2994120000,0.2158892800,0.2968204752,0.1089937496,0.1061871667,0.1809882490,0.1145194285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1867138904
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,5,96,0.1512000000,0.3283333333,0.2506376721,0.3002380000,0.2164742800,0.2976190002,0.1069421996,0.1046333333,0.1814602006,0.1148887885,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1848729404
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,6,96,0.1512000000,0.3387500000,0.2607978860,0.3010640000,0.2170592800,0.2984175252,0.1071406496,0.1048295000,0.1819321521,0.1152581485,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1852819904
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,7,96,0.1512000000,0.2450000000,0.1672116198,0.3018900000,0.2176442800,0.2992160502,0.1092140996,0.1004810000,0.1824041037,0.1156275085,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1875660404
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,8,96,0.1512000000,0.2762500000,0.1985293337,0.3027160000,0.2182292800,0.3000145752,0.1090375496,0.1003855000,0.1828760552,0.1159968685,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1876000904
no_retrieval_controller,seen_corpus,latency_safe_deployment,peg_insert_contact_search,9,96,0.1512000000,0.2970833333,0.2192682975,0.3035420000,0.2188142800,0.3008131002,0.1090484996,0.1004358333,0.1833480068,0.1163662285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1878216404
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,0,96,0.2088000000,0.2658333333,0.1765922675,0.2941620000,0.2223547200,0.2911909848,0.1155128304,0.1020643333,0.1898165247,0.1194624755,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1955605296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,1,96,0.2088000000,0.2241666667,0.1338440902,0.2950160000,0.2229597200,0.2920168098,0.1166621804,0.1030016667,0.1903048848,0.1198441555,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1969276796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,2,96,0.2088000000,0.1929166667,0.1037557028,0.2958700000,0.2235647200,0.2928426348,0.1176240304,0.1037931667,0.1827892450,0.1142228355,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1981073296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,3,96,0.2088000000,0.2762500000,0.1879525254,0.2967240000,0.2241697200,0.2936684598,0.1165233804,0.1029805000,0.1832776051,0.1146045155,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1972244796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,4,96,0.2088000000,0.2554166667,0.1663618480,0.2975780000,0.2247747200,0.2944942848,0.1172977304,0.1036261667,0.1837659653,0.1149861955,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1982166296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,5,96,0.2088000000,0.2241666667,0.1341924206,0.2984320000,0.2253797200,0.2953201098,0.1182595804,0.1044176667,0.1842543254,0.1153678755,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1993962796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,6,96,0.2088000000,0.1825000000,0.0914442432,0.2992860000,0.2259847200,0.2961459348,0.1194089304,0.1053550000,0.1847426856,0.1157495555,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.2007634296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,7,96,0.2088000000,0.2241666667,0.1333260658,0.3001400000,0.2265897200,0.2969717598,0.1190582804,0.1051256667,0.1852310457,0.1161312355,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.2006305796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,8,96,0.2088000000,0.2970833333,0.2069441384,0.3009940000,0.2271947200,0.2977975848,0.1181451304,0.1044588333,0.1857194059,0.1165129155,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1999352296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,peg_insert_contact_search,9,96,0.2088000000,0.2241666667,0.1341005310,0.2878410000,0.2277997200,0.2986234098,0.1138539804,0.1058336667,0.1862077660,0.1168945955,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1958618796
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,0,96,0.1512000000,0.2241666667,0.1551967595,0.2953870000,0.2140892800,0.3283634752,0.1085152496,0.1006016667,0.1806194750,0.1174786285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1855873904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,1,96,0.1512000000,0.2345833333,0.1653642940,0.2961990000,0.2146642800,0.3291483502,0.1087069996,0.1007918333,0.1810832223,0.1178418285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1859861404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,2,96,0.1512000000,0.2658333333,0.1966893285,0.2970110000,0.2152392800,0.3299332252,0.1085237496,0.1006903333,0.1815469695,0.1122020285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1860098904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,3,96,0.1512000000,0.2137500000,0.1433843629,0.2978230000,0.2158142800,0.3307181002,0.1098404996,0.1017555000,0.1820107168,0.1125652285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1875336404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,4,96,0.1512000000,0.1616666667,0.0900793974,0.2986350000,0.2163892800,0.3315029752,0.1111572496,0.1028206667,0.1824744640,0.1129284285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1890573904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,5,96,0.1512000000,0.2241666667,0.1531406819,0.2994470000,0.2169642800,0.3322878502,0.1104114996,0.1022816667,0.1829382113,0.1132916285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1885186404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,6,96,0.1512000000,0.2866666667,0.2162019663,0.3002590000,0.2175392800,0.3330727252,0.1096657496,0.1017426667,0.1834019585,0.1136548285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1879798904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,7,96,0.1512000000,0.2970833333,0.2263695008,0.3010710000,0.2181142800,0.3338576002,0.1098574996,0.1019328333,0.1838657058,0.1140180285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1883786404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,8,96,0.1512000000,0.3491666667,0.2788520352,0.3018830000,0.2186892800,0.3346424752,0.1092992496,0.1015396667,0.1843294530,0.1143812285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1880273904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cable_route_around_hook,9,96,0.1512000000,0.2658333333,0.1958918597,0.3026950000,0.2192642800,0.3354273502,0.1111784996,0.1030423333,0.1767892003,0.1147444285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1901136404
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,0,96,0.2088000000,0.2554166667,0.1701870039,0.2875330000,0.2286797200,0.3198176098,0.1152010804,0.1019011667,0.1883298704,0.1154566755,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1975257796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,1,96,0.2088000000,0.2137500000,0.1274461471,0.2883730000,0.2292747200,0.3206297848,0.1163437304,0.1028325000,0.1888100263,0.1158321955,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1988826296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,2,96,0.2088000000,0.1825000000,0.0952840404,0.2892130000,0.2298697200,0.3214419598,0.1172988804,0.1036180000,0.1892901821,0.1162077155,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.2000519796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,3,96,0.2088000000,0.2554166667,0.1740381347,0.2900530000,0.2204597200,0.3226043098,0.1156786804,0.1029451667,0.1893138098,0.1164231555,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1950441796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,4,96,0.2088000000,0.2970833333,0.2159272779,0.2908930000,0.2210547200,0.3234164848,0.1153213304,0.1027098333,0.1897939657,0.1167986755,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1949010296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,5,96,0.2088000000,0.1929166667,0.1117949611,0.2917330000,0.2216497200,0.3242286598,0.1175889804,0.1045161667,0.1822701215,0.1171741955,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1973828796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,6,96,0.2088000000,0.2137500000,0.1325266043,0.2925730000,0.2222447200,0.3250408348,0.1176066304,0.1045725000,0.1827502774,0.1175497155,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1976147296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,7,96,0.2088000000,0.2137500000,0.1321007476,0.2934130000,0.2228397200,0.3258530098,0.1179992804,0.1049205000,0.1832304332,0.1179252355,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1982215796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,8,96,0.2088000000,0.1825000000,0.0999386408,0.2942530000,0.2234347200,0.3266651848,0.1189544304,0.1057060000,0.1837105891,0.1183007555,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1993909296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cable_route_around_hook,9,96,0.2088000000,0.1825000000,0.0995127840,0.2950930000,0.2240297200,0.3274773598,0.1193470804,0.1060540000,0.1841907449,0.1186762755,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1999977796
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,0,96,0.1512000000,0.1929166667,0.1202951754,0.2936580000,0.2139942800,0.3242338002,0.1103820996,0.1030341667,0.1824375342,0.1153681085,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1874200404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,1,96,0.1512000000,0.3179166667,0.2468362805,0.2944560000,0.2145592800,0.3250050252,0.1085046496,0.1016141667,0.1828930771,0.1157251485,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1857459904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,2,96,0.1512000000,0.1929166667,0.1194873856,0.2952540000,0.2151242800,0.3257762502,0.1111271996,0.1036941667,0.1833486201,0.1160821885,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1885719404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,3,96,0.1512000000,0.3179166667,0.2460284906,0.2960520000,0.2156892800,0.3265474752,0.1092497496,0.1022741667,0.1838041630,0.1164392285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1868978904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,4,96,0.1512000000,0.1304166667,0.0552070957,0.2968500000,0.2162542800,0.3273187002,0.1129972996,0.1052291667,0.1842597060,0.1167962685,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1908488404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,5,96,0.1512000000,0.2762500000,0.2049867408,0.2976480000,0.2168192800,0.3280899252,0.1107448496,0.1035175000,0.1767112489,0.1171533085,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1887997904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,6,96,0.1512000000,0.2970833333,0.2257403459,0.2984460000,0.2173842800,0.3288611502,0.1107423996,0.1035558333,0.1771667919,0.1175103485,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1890007404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,7,96,0.1512000000,0.2658333333,0.1936002010,0.2992440000,0.2179492800,0.3296323752,0.1116774496,0.1043233333,0.1776223348,0.1178673885,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1901391904
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,8,96,0.1512000000,0.2762500000,0.2037750561,0.3000420000,0.2185142800,0.3304036002,0.1118624996,0.1045075000,0.1780778778,0.1122214285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1905276404
no_retrieval_controller,seen_corpus,latency_safe_deployment,cloth_slide_over_edge,9,96,0.1512000000,0.2137500000,0.1398986611,0.3008400000,0.2190792800,0.3311748252,0.1133600496,0.1057125000,0.1785334207,0.1125784685,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1922285904
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,0,96,0.2088000000,0.2345833333,0.1526896343,0.2934270000,0.2240247200,0.3234705348,0.1138252304,0.1074548333,0.1861546428,0.1165401955,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1944741296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,1,96,0.2088000000,0.2345833333,0.1522710982,0.2942530000,0.2246097200,0.3242690598,0.1142111804,0.1077968333,0.1866265943,0.1169095555,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1950706796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,2,96,0.2088000000,0.1304166667,0.0460650620,0.2950790000,0.2251947200,0.3250675848,0.1164721304,0.1095971667,0.1870985459,0.1172789155,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1975422296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,3,96,0.2088000000,0.1929166667,0.1111600459,0.2959050000,0.2257797200,0.3258661098,0.1157330804,0.1030611667,0.1875704974,0.1176482755,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1970137796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,4,96,0.2088000000,0.3283333333,0.2482652597,0.2967310000,0.2263647200,0.3266646348,0.1136815304,0.1015073333,0.1880424490,0.1180176355,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1951728296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,5,96,0.2088000000,0.2762500000,0.1949529736,0.2975570000,0.2269497200,0.3274631598,0.1150049804,0.1025785000,0.1885144005,0.1183869955,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1967068796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,6,96,0.2088000000,0.2658333333,0.1839556874,0.2983830000,0.2275347200,0.3282616848,0.1155784304,0.1030663333,0.1889863521,0.1187563555,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1974909296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,7,96,0.2088000000,0.2345833333,0.1518009013,0.2992090000,0.2281197200,0.3290602098,0.1165268804,0.1038458333,0.1894583036,0.1191257155,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1986499796
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,8,96,0.2088000000,0.1616666667,0.0737638124,0.3000350000,0.2287047200,0.3158517348,0.1182253304,0.1052086667,0.1901823812,0.1194950755,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.2005590296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,cloth_slide_over_edge,9,96,0.2088000000,0.2450000000,0.1600563162,0.3008610000,0.2292897200,0.3166502598,0.1171112804,0.1043840000,0.1826503327,0.1198644355,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1996555796
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,0,96,0.1512000000,0.3283333333,0.2458453335,0.3069650000,0.2206142800,0.2832631002,0.1089179996,0.0999173333,0.1841529068,0.1126330285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1883391404
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,1,96,0.1512000000,0.2866666667,0.2011471571,0.2937910000,0.2212042800,0.2840684502,0.1100572996,0.1008456667,0.1846289605,0.1130054685,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1896908404
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,2,96,0.1512000000,0.1929166667,0.1055162106,0.2946240000,0.2217942800,0.2848738002,0.1121340996,0.1025031667,0.1851050142,0.1133779085,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1919800404
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,3,96,0.1512000000,0.3075000000,0.2286700052,0.2954570000,0.2123792800,0.2860293252,0.1097605496,0.1012440000,0.1771205397,0.1135902685,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1862170904
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,4,96,0.1512000000,0.2866666667,0.2070903087,0.2962900000,0.2129692800,0.2868346752,0.1105248496,0.1018806667,0.1775965934,0.1139627085,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1871937904
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,5,96,0.1512000000,0.2658333333,0.1855106123,0.2971230000,0.2135592800,0.2876400252,0.1112891496,0.1025173333,0.1780726471,0.1143351485,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1881704904
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,6,96,0.1512000000,0.2450000000,0.1639309158,0.2979560000,0.2141492800,0.2884453752,0.1120534496,0.1031540000,0.1785487008,0.1147075885,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1891471904
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,7,96,0.1512000000,0.2866666667,0.2058237194,0.2987890000,0.2147392800,0.2892507252,0.1116927496,0.1029156667,0.1790247545,0.1150800285,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1889988904
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,8,96,0.1512000000,0.2762500000,0.1948227729,0.2996220000,0.2153292800,0.2900560752,0.1122695496,0.1034065000,0.1795008082,0.1154524685,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1897880904
no_retrieval_controller,seen_corpus,latency_safe_deployment,twist_lid_with_force_limit,9,96,0.1512000000,0.3700000000,0.2896093264,0.3004550000,0.2159192800,0.2908614252,0.1109713496,0.1024390000,0.1799768619,0.1158249085,0.0000000000,0.0800000000,latency_safe_deployment,0,0,0.1887022904
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,twist_lid_with_force_limit,0,96,0.2088000000,0.2137500000,0.1216025487,0.2948760000,0.2221747200,0.2849452848,0.1155017304,0.1074465000,0.1886728473,0.1145905955,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1954846296
no_retrieval_controller,seen_corpus,damage_sensitive_deployment,twist_lid_with_force_limit,1,96,0.2088000000,0.1929166667,0.1000082110,0.2957370000,0.2227847200,0.2857779348,0.1162794304,0.1080951667,0.1891653096,0.1149753555,0.0000000000,0.0800000000,damage_sensitive_deployment,0,0,0.1964819296
