method,split,regime,task,seed,episodes,mismatch,success_rate,utility,mechanism_precision,incompatible_retrieval_rate,recovery_success,damage_rate,query_cost,regret,calibration_error,retrieval_coverage,stress_level
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,2,96,0.2290000000,0.6458333333,0.5286665770,0.4815810000,0.2648000600,0.4458819979,0.1021980042,0.2199213333,0.1569481267,0.1052368010,0.6892424764,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,3,96,0.2290000000,0.6979166667,0.5811088481,0.4824700000,0.2654300600,0.4467419479,0.1016766042,0.2195611667,0.1574569976,0.1056338810,0.6897797964,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,4,96,0.2290000000,0.6145833333,0.5031970902,0.4833590000,0.2560550600,0.4479520729,0.1028923542,0.2150938333,0.1575093404,0.1058708810,0.6909174164,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,5,96,0.2290000000,0.6458333333,0.5344818613,0.4842480000,0.2566850600,0.4488120229,0.1027459542,0.2150253333,0.1580182113,0.1062679610,0.6914547364,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,6,96,0.2290000000,0.5625000000,0.4494003823,0.4851370000,0.2573150600,0.4496719729,0.1046620542,0.2165610000,0.1585270822,0.1066650410,0.6919920564,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,7,96,0.2290000000,0.6041666667,0.4912639034,0.4860260000,0.2579450600,0.4505319229,0.1043281542,0.2163466667,0.1590359531,0.1070621210,0.6845253764,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,8,96,0.2290000000,0.6875000000,0.5790442245,0.4869150000,0.2585750600,0.4513918729,0.0972412542,0.2155490000,0.1595448240,0.1074592010,0.6850626964,0.0000000000
retrieved_context_behavior_clone,combined_stress,tool_geometry_shift,drawer_pull_with_stiction,9,96,0.2290000000,0.6041666667,0.4939627455,0.4878040000,0.2592050600,0.4522518229,0.0991573542,0.2170846667,0.1600536949,0.1078562810,0.6856000164,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,0,96,0.2614000000,0.7500000000,0.6285207113,0.4818010000,0.2725473960,0.4446120411,0.1023753177,0.2152830000,0.1646796161,0.1052641583,0.6859472362,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,1,96,0.2614000000,0.5729166667,0.4533408819,0.4827250000,0.2631973960,0.4458562911,0.1052953177,0.2181461667,0.1647524696,0.1055165583,0.6871061562,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,2,96,0.2614000000,0.7187500000,0.6009736014,0.4836490000,0.2638523960,0.4467503661,0.1031031677,0.2164885000,0.1652818512,0.1059290383,0.6876647762,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,3,96,0.2614000000,0.6145833333,0.4927553409,0.4705660000,0.2645073960,0.4476444411,0.1054110177,0.2183308333,0.1658112329,0.1063415183,0.6871028362,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,4,96,0.2614000000,0.6250000000,0.5028643104,0.4714900000,0.2651623960,0.4485385161,0.1056563677,0.2185690000,0.1663406145,0.1067539983,0.6796574562,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,5,96,0.2614000000,0.6562500000,0.5341307799,0.4724140000,0.2658173960,0.4494325911,0.1055267177,0.2185155000,0.1668699962,0.1071664783,0.6802160762,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,6,96,0.2614000000,0.5520833333,0.4278734995,0.4733380000,0.2664723960,0.4503266661,0.1078345677,0.2203578333,0.1673993778,0.1075789583,0.6807746962,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,7,96,0.2614000000,0.6354166667,0.5141147590,0.4742620000,0.2671273960,0.4512207411,0.1067674177,0.2195751667,0.1599247595,0.1079914383,0.6813333162,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,8,96,0.2614000000,0.6875000000,0.5665387285,0.4751860000,0.2677823960,0.4521148161,0.1062627677,0.2192300000,0.1604541411,0.1084039183,0.6818919362,0.0000000000
retrieved_context_behavior_clone,combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,9,96,0.2614000000,0.6250000000,0.5025964480,0.4761100000,0.2684373960,0.4530088911,0.1078206177,0.2204890000,0.1609835228,0.1088163983,0.6824505562,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,0,96,0.0738400000,0.6666666667,0.5827597340,0.4979446000,0.2286238176,0.4362284864,0.0855596672,0.2108228667,0.1414615590,0.1015172211,0.7030981389,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,1,96,0.0738400000,0.6562500000,0.5717478066,0.4987986000,0.2292288176,0.4370543114,0.0861465172,0.2113227000,0.1419499192,0.1018989011,0.7036141589,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,2,96,0.0738400000,0.7291666667,0.6453658792,0.4996526000,0.2298338176,0.4378801364,0.0852333672,0.2106558667,0.1424382793,0.0962775811,0.7041301789,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,3,96,0.0738400000,0.5833333333,0.4968302018,0.5005066000,0.2304388176,0.4387059614,0.0882577172,0.2130515333,0.1429266395,0.0966592611,0.7046461989,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,4,96,0.0738400000,0.6354166667,0.5492907744,0.5013606000,0.2310438176,0.4395317864,0.0877195672,0.2126763667,0.1434149996,0.0970409411,0.7051622189,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,5,96,0.0738400000,0.6770833333,0.5911725970,0.5022146000,0.2316488176,0.4403576114,0.0873689172,0.2124470333,0.1439033598,0.0974226211,0.7056782389,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,6,96,0.0738400000,0.7187500000,0.6330544197,0.5030686000,0.2322538176,0.4411834364,0.0870182672,0.2122177000,0.1443917199,0.0978043011,0.7061942589,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,7,96,0.0738400000,0.7708333333,0.6891167923,0.5039226000,0.2328588176,0.4420092614,0.0804771172,0.2118425333,0.1448800801,0.0981859811,0.7067102789,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,8,96,0.0738400000,0.7395833333,0.6549863849,0.4907696000,0.2334638176,0.4428350864,0.0814389672,0.2126340333,0.1453684402,0.0985676611,0.7061057389,0.0000000000
retrieved_context_behavior_clone,combined_stress,source_matched,peg_insert_contact_search,9,96,0.0738400000,0.7500000000,0.6615646547,0.4916236000,0.2340688176,0.4296539114,0.0816508172,0.2128422000,0.1461089264,0.0989493411,0.7066217589,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,0,96,0.1170400000,0.6875000000,0.5943020260,0.4941006000,0.2360552656,0.4321189857,0.0871998686,0.2141462000,0.1501819452,0.0994983242,0.7051127321,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,1,96,0.1170400000,0.7187500000,0.6255941177,0.4949756000,0.2366752656,0.4329652857,0.0870467686,0.2140717000,0.1506826118,0.0998892442,0.6976375321,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,2,96,0.1170400000,0.6145833333,0.5193624594,0.4958506000,0.2372952656,0.4338115857,0.0893311686,0.2158930333,0.1511832784,0.1002801642,0.6981663321,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,3,96,0.1170400000,0.6250000000,0.5294970510,0.4967256000,0.2379152656,0.4346578857,0.0895530686,0.2161102000,0.1516839450,0.1006710842,0.6986951321,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,4,96,0.1170400000,0.6145833333,0.5184741427,0.4976006000,0.2385352656,0.4355041857,0.0901499686,0.2166190333,0.1521846116,0.1010620042,0.6992239321,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,5,96,0.1170400000,0.6458333333,0.5497662344,0.4984756000,0.2391552656,0.4363504857,0.0899968686,0.2165445333,0.1526852782,0.1014529242,0.6997527321,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,6,96,0.1170400000,0.7083333333,0.6127945761,0.4993506000,0.2397752656,0.4371967857,0.0892812686,0.2160325333,0.1531859448,0.1018438442,0.7002815321,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,7,96,0.1170400000,0.6770833333,0.5827752478,0.4862186000,0.2403952656,0.4380430857,0.0902531686,0.2108300333,0.1456826114,0.1022347642,0.6996897721,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,8,96,0.1170400000,0.6458333333,0.5505948395,0.4870936000,0.2410152656,0.4388893857,0.0912250686,0.2116305333,0.1461832780,0.1026256842,0.7002185721,0.0000000000
retrieved_context_behavior_clone,combined_stress,friction_mismatch,peg_insert_contact_search,9,96,0.1170400000,0.7187500000,0.6242019312,0.4879686000,0.2416352656,0.4397356857,0.0903219686,0.2109727000,0.1466839446,0.1030166042,0.7007473721,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,peg_insert_contact_search,0,96,0.1458400000,0.6875000000,0.5882916956,0.4875866000,0.2465328976,0.4366386686,0.0900433028,0.2122472000,0.1519240844,0.1029347664,0.6967269541,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,peg_insert_contact_search,1,96,0.1458400000,0.5833333333,0.4820417357,0.4884966000,0.2471778976,0.4375190936,0.0923444528,0.2140835333,0.1524452617,0.1033410864,0.6972770541,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,peg_insert_contact_search,2,96,0.1458400000,0.6354166667,0.5344730259,0.4894066000,0.2478228976,0.4383995186,0.0918331028,0.2137323667,0.1529664391,0.1037474064,0.6978271541,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,peg_insert_contact_search,3,96,0.1458400000,0.5520833333,0.4458132633,0.4903166000,0.2484678976,0.4252729436,0.0937592528,0.2152770333,0.1537397424,0.1041537264,0.6983772541,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,peg_insert_contact_search,4,96,0.1458400000,0.6770833333,0.5722958034,0.4912266000,0.2491128976,0.4261533686,0.0919354028,0.2139050333,0.1542609198,0.1045600464,0.6989273541,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,peg_insert_contact_search,5,96,0.1458400000,0.6145833333,0.5083608435,0.4921366000,0.2497578976,0.4270337936,0.0934865528,0.2151580333,0.1547820971,0.1049663664,0.6994774541,0.0000000000
retrieved_context_behavior_clone,combined_stress,support_topology_shift,peg_insert_contact_search,6,96,0.1458400000,0.6666666667,0.5659208347,0.4930466000,0.2403978976,0.4282643936,0.0922748528,0.2148068667,0.1548467463,0.0992096064,0.7006278541,0.0000000000
