stress_level,method,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
0.0000000000,model_predictive_retrieval_arbitration,5,0.6942708333,0.0104893930,0.7221248688,0.0114478200,0.6165424125,0.0015299800,0.1159499030,0.0016789102,0.5854571684,0.0029794777,0.0583584182,0.0014844911,0.2691716083,0.0005502360,0.1004436166,0.0012718190,0.0589914784,0.0006896145,0.6975793988,0.0015980569,80,96
0.0000000000,model_predictive_retrieval_arbitration,6,0.6996093750,0.0117377221,0.7276175146,0.0125058864,0.6162457000,0.0016065875,0.1159830905,0.0016811973,0.5856775568,0.0029285842,0.0581284851,0.0014264237,0.2691077812,0.0005203027,0.1004596930,0.0012977133,0.0590959594,0.0006893931,0.6975802206,0.0014762891,80,96
0.0000000000,model_predictive_retrieval_arbitration,7,0.6940104167,0.0101134002,0.7215754068,0.0110057322,0.6157739000,0.0016606798,0.1161413405,0.0016467622,0.5851932181,0.0028317376,0.0583292938,0.0014012926,0.2693471542,0.0005474621,0.1003940324,0.0012222678,0.0586021414,0.0005999748,0.6975595316,0.0015210603,80,96
0.0000000000,model_predictive_retrieval_arbitration,8,0.6903645833,0.0125970716,0.7180966183,0.0134566071,0.6156522750,0.0016599854,0.1157993405,0.0016119110,0.5852516506,0.0027451664,0.0583098538,0.0014516968,0.2693340708,0.0005616200,0.1003961406,0.0012546575,0.0587006194,0.0005835272,0.6975968716,0.0015281131,80,96
0.0000000000,model_predictive_retrieval_arbitration,9,0.6860677083,0.0127105374,0.7136969360,0.0133245447,0.6158808250,0.0016412659,0.1158325280,0.0016023763,0.5856471265,0.0029038588,0.0586285457,0.0014240144,0.2694051396,0.0006099369,0.1004090655,0.0011918005,0.0586550254,0.0005782105,0.6977397643,0.0015307519,80,96
0.0000000000,oracle_mechanism_retrieval,0,0.8039062500,0.0101355495,0.9652452644,0.0083002414,0.7564181625,0.0015127156,0.0417778584,0.0012673108,0.6931274775,0.0030276276,0.0304699876,0.0013474266,0.1743235125,0.0005036354,0.0547368090,0.0013057453,0.0314312257,0.0006681816,0.9031621815,0.0014161976,80,96
0.0000000000,oracle_mechanism_retrieval,1,0.8165364583,0.0096332187,0.9739632713,0.0070049245,0.7569128875,0.0015802591,0.0415009209,0.0011686948,0.6936248953,0.0030144865,0.0303512457,0.0013534625,0.1741216021,0.0005344016,0.0547859933,0.0012867057,0.0314197072,0.0006709834,0.9033970257,0.0013866775,80,96
0.0000000000,oracle_mechanism_retrieval,2,0.8076822917,0.0092948695,0.9680105588,0.0075593410,0.7570574375,0.0016836443,0.0414741084,0.0011856530,0.6934132087,0.0029540141,0.0305616938,0.0013730005,0.1742955104,0.0005612524,0.0548591971,0.0013245227,0.0314121907,0.0006134802,0.9032886985,0.0014748305,80,96
0.0000000000,oracle_mechanism_retrieval,3,0.8113281250,0.0108107700,0.9677571662,0.0083567572,0.7568518125,0.0016380511,0.0415723584,0.0012353230,0.6935473200,0.0029053864,0.0303307838,0.0014023773,0.1743694562,0.0005954454,0.0546316544,0.0011707632,0.0314817127,0.0006102212,0.9035450535,0.0015159387,80,96
0.0000000000,oracle_mechanism_retrieval,4,0.8108072917,0.0107584806,0.9687300312,0.0086265646,0.7568212750,0.0016597403,0.0414204834,0.0011346435,0.6929898356,0.0028682773,0.0304575151,0.0013424773,0.1745017354,0.0005818352,0.0548055047,0.0011993515,0.0316973077,0.0006245930,0.9032301230,0.0015868402,80,96
0.0000000000,oracle_mechanism_retrieval,5,0.8067708333,0.0115191040,0.9651953763,0.0089487242,0.7566156500,0.0016112946,0.0416437959,0.0011309076,0.6929444821,0.0028450751,0.0303736407,0.0013255130,0.1745331583,0.0005496062,0.0548869701,0.0011755363,0.0317688307,0.0006169380,0.9031788242,0.0015588960,80,96
0.0000000000,oracle_mechanism_retrieval,6,0.8162760417,0.0108791889,0.9721486498,0.0086775898,0.7567602000,0.0015569885,0.0417420459,0.0012244751,0.6930785934,0.0028180570,0.0300372620,0.0013429893,0.1745250729,0.0005947674,0.0549595774,0.0011990511,0.0316132402,0.0005866752,0.9034631932,0.0015605911,80,96
0.0000000000,oracle_mechanism_retrieval,7,0.8118489583,0.0096116274,0.9702590458,0.0076197218,0.7556791375,0.0016042183,0.0417152334,0.0012574829,0.6935672568,0.0027570718,0.0299429101,0.0013036695,0.1744869271,0.0005540981,0.0551202249,0.0012364464,0.0318308362,0.0005710398,0.9030567170,0.0016001310,80,96
0.0000000000,oracle_mechanism_retrieval,8,0.8140625000,0.0102154379,0.9717319997,0.0081159263,0.7556486000,0.0015885481,0.0413132334,0.0012780083,0.6930185268,0.0028022731,0.0300029138,0.0013027457,0.1744308500,0.0005614172,0.0548824620,0.0013134163,0.0317422792,0.0005421552,0.9032570440,0.0016050342,80,96
0.0000000000,oracle_mechanism_retrieval,9,0.8071614583,0.0092168416,0.9684083340,0.0074353334,0.7549177125,0.0015439419,0.0410362959,0.0012876811,0.6933408571,0.0027844095,0.0300106220,0.0013265129,0.1747274896,0.0005427369,0.0550348479,0.0013536078,0.0318808357,0.0005444052,0.9033938392,0.0015709326,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,0,0.7165364583,0.0106738522,0.7728430992,0.0113066443,0.6287160125,0.0015551577,0.1021727238,0.0015486452,0.5903314572,0.0029452535,0.0525981719,0.0013449435,0.2276335021,0.0005860593,0.0937094063,0.0012828819,0.0575080936,0.0005911113,0.7292037676,0.0016731116,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,1,0.7085937500,0.0099662454,0.7645849432,0.0105841657,0.6284473000,0.0014776309,0.1021008488,0.0015726575,0.5900582603,0.0028880904,0.0529120969,0.0013634381,0.2279927250,0.0005838500,0.0934454895,0.0013002442,0.0574728186,0.0005776968,0.7292291331,0.0015665651,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,2,0.7109375000,0.0102244730,0.7665445964,0.0112180477,0.6283536750,0.0015571635,0.1024041613,0.0015724267,0.5901221069,0.0029529283,0.0531421663,0.0013901894,0.2280578625,0.0006081184,0.0937926893,0.0013172395,0.0573685091,0.0005900194,0.7293460443,0.0015598566,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,3,0.7072916667,0.0102508870,0.7627215019,0.0105800312,0.6275597000,0.0016856047,0.1020821613,0.0015677190,0.5902078394,0.0029659983,0.0534362763,0.0013167203,0.2281318167,0.0005918607,0.0939112562,0.0013461293,0.0574793071,0.0005810284,0.7295444963,0.0015407701,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,4,0.7087239583,0.0106969991,0.7642491448,0.0113295471,0.6276411625,0.0016567672,0.1017601613,0.0016207329,0.5902935719,0.0029164088,0.0535639425,0.0013686396,0.2281346771,0.0005792067,0.0939297730,0.0013024561,0.0576651426,0.0005729157,0.7295128333,0.0015650201,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,5,0.7123697917,0.0120321247,0.7681806888,0.0128171922,0.6275475375,0.0016021911,0.1018133488,0.0017110348,0.5905412603,0.0029063103,0.0533028407,0.0013907562,0.2279564729,0.0005844685,0.0937621580,0.0013645848,0.0579320186,0.0005799387,0.7295447021,0.0015696965,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,6,0.7154947917,0.0117329449,0.7713864899,0.0128116811,0.6272788250,0.0016244122,0.1018665363,0.0016790179,0.5902636862,0.0027605951,0.0532011888,0.0014004856,0.2277105229,0.0005845089,0.0935039478,0.0013624745,0.0578237071,0.0005631659,0.7294625138,0.0015757987,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,7,0.7138020833,0.0096979167,0.7697054764,0.0105091335,0.6282357250,0.0016210397,0.1020447863,0.0016654459,0.5898066475,0.0029138433,0.0531199725,0.0013841103,0.2278321708,0.0005705557,0.0932545957,0.0013302624,0.0580175466,0.0005707399,0.7292707708,0.0015012975,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,8,0.7067708333,0.0122795771,0.7623839511,0.0129958070,0.6279670125,0.0015670039,0.1022230363,0.0016550926,0.5898748712,0.0029034135,0.0534350000,0.0013634526,0.2278784833,0.0005711063,0.0931958890,0.0013417731,0.0577611611,0.0006432465,0.7292811288,0.0014475201,80,96
0.0000000000,proposed_mechanism_retrieval_controller_v4,9,0.7037760417,0.0118016063,0.7592893319,0.0129783131,0.6278733875,0.0015913338,0.1022762238,0.0016671050,0.5899474722,0.0031209478,0.0535185419,0.0014503160,0.2280183604,0.0006258484,0.0931314756,0.0013132402,0.0577278871,0.0006386093,0.7293129976,0.0014204075,80,96
