split,regime,task,seed,episodes,mismatch,success_rate,utility,mechanism_precision,incompatible_retrieval_rate,recovery_success,damage_rate,query_cost,regret,calibration_error,retrieval_coverage,ablation
combined_stress,support_topology_shift,drawer_pull_with_stiction,5,96,0.4388000000,0.8333333333,0.9142693997,0.6665030000,0.0902795760,0.6357176148,0.0470025703,0.2242793333,0.1008516639,0.0586042732,0.7568914654,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,drawer_pull_with_stiction,6,96,0.4388000000,0.7604166667,0.8448441275,0.6674900000,0.0809745760,0.6370232898,0.0480777203,0.2257111667,0.1009614367,0.0588843932,0.7580887254,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,drawer_pull_with_stiction,7,96,0.4388000000,0.7500000000,0.8337626543,0.6684770000,0.0816745760,0.6379787898,0.0487282203,0.2262680000,0.1015277377,0.0593245932,0.7586856854,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,drawer_pull_with_stiction,8,96,0.4388000000,0.7500000000,0.8332599310,0.6694640000,0.0823745760,0.6389342898,0.0491912203,0.2266790000,0.1020940387,0.0537617932,0.7592826454,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,drawer_pull_with_stiction,9,96,0.4388000000,0.8229166667,0.9068084577,0.6704510000,0.0830745760,0.6398897898,0.0483417203,0.2260691667,0.1026603397,0.0542019932,0.7518756054,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,0,96,0.4568000000,0.7916666667,0.8702769514,0.6719980000,0.0896079360,0.6327261222,0.0516285555,0.2251596667,0.0992152869,0.0577025270,0.7543833638,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,1,96,0.4568000000,0.7812500000,0.8592174400,0.6729430000,0.0902779360,0.6336406722,0.0522589555,0.2256985000,0.0997569750,0.0581242470,0.7549547638,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,2,96,0.4568000000,0.7291666667,0.8058429286,0.6738880000,0.0909479360,0.6345552222,0.0536393555,0.2268206667,0.1002986631,0.0585459670,0.7555261638,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,3,96,0.4568000000,0.7395833333,0.8210696183,0.6748330000,0.0816129360,0.6358199472,0.0531944055,0.2270678333,0.1003838231,0.0588076070,0.7566978638,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,4,96,0.4568000000,0.7187500000,0.8010721769,0.6617710000,0.0822829360,0.6367344972,0.0480093055,0.2277525000,0.1009255112,0.0592293270,0.7561487038,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,5,96,0.4568000000,0.8229166667,0.9063789155,0.6627160000,0.0829529360,0.6376490472,0.0465772055,0.2266871667,0.1014671993,0.0596510470,0.7567201038,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,6,96,0.4568000000,0.7291666667,0.8127304241,0.6636610000,0.0836229360,0.6385635972,0.0487076055,0.2223896667,0.1020088874,0.0600727670,0.7492875038,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,7,96,0.4568000000,0.7812500000,0.8651434127,0.6646060000,0.0842929360,0.6394781472,0.0482130055,0.2220535000,0.1025505755,0.0544914870,0.7498589038,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,8,96,0.4568000000,0.8020833333,0.8858201513,0.6655510000,0.0849629360,0.6403926972,0.0482809055,0.2221548333,0.1030922636,0.0549132070,0.7504303038,full_action_conditioned_mechanism_retrieval
combined_stress,compliance_shift,drawer_pull_with_stiction,9,96,0.4568000000,0.7291666667,0.8112881399,0.6664960000,0.0856329360,0.6413072472,0.0500363055,0.2235686667,0.1036339517,0.0553349270,0.7510017038,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,0,96,0.4784000000,0.7395833333,0.8167230709,0.6695070000,0.0896639680,0.6414639611,0.0560749778,0.2251208333,0.1016245273,0.0563450235,0.7496527219,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,1,96,0.4784000000,0.8020833333,0.8796928477,0.6704940000,0.0903639680,0.6424194611,0.0554129778,0.2246568333,0.1021908283,0.0567852235,0.7502496819,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,2,96,0.4784000000,0.7812500000,0.8580326244,0.6714810000,0.0910639680,0.6433749611,0.0562509778,0.2253595000,0.1027571293,0.0572254235,0.7508466419,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,3,96,0.4784000000,0.7708333333,0.8485919712,0.6584610000,0.0917639680,0.6443304611,0.0508984778,0.2259163333,0.1033234303,0.0576656235,0.7503230419,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,4,96,0.4784000000,0.7604166667,0.8339431951,0.6594480000,0.0924639680,0.6312789611,0.0515489778,0.2264731667,0.1041418573,0.0581058235,0.7509200019,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,5,96,0.4784000000,0.7291666667,0.8017042219,0.6604350000,0.0931639680,0.6322344611,0.0525744778,0.2273216667,0.1047081583,0.0585460235,0.7515169619,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,6,96,0.4784000000,0.7187500000,0.7906227486,0.6614220000,0.0938639680,0.6331899611,0.0532249778,0.2278785000,0.1052744593,0.0589862235,0.7521139219,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,7,96,0.4784000000,0.7708333333,0.8481424764,0.6624090000,0.0845589680,0.6344956361,0.0520501278,0.2275603333,0.1053842321,0.0592663435,0.7533111819,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,8,96,0.4784000000,0.7291666667,0.8053247532,0.6633960000,0.0852589680,0.6354511361,0.0532631278,0.2285546667,0.1059505331,0.0597065435,0.7539081419,full_action_conditioned_mechanism_retrieval
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,9,96,0.4784000000,0.7812500000,0.8597567999,0.6643830000,0.0859589680,0.6364066361,0.0527886278,0.2222335000,0.1065168341,0.0601467435,0.7545051019,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,0,96,0.5000000000,0.7812500000,0.8575253689,0.6617910000,0.0890200000,0.6373393000,0.0515689000,0.2275615000,0.1051497926,0.0581473200,0.7451860800,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,1,96,0.5000000000,0.7708333333,0.8464585369,0.6627500000,0.0897000000,0.6382675000,0.0522060000,0.2281063333,0.1056996850,0.0585752000,0.7457660000,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,2,96,0.5000000000,0.7500000000,0.8248129549,0.6637090000,0.0903800000,0.6391957000,0.0530306000,0.2287970000,0.1062495774,0.0590030800,0.7463459200,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,3,96,0.5000000000,0.7812500000,0.8581021429,0.6646680000,0.0910600000,0.6401239000,0.0529177000,0.2227555000,0.1067994698,0.0594309600,0.7469258400,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,4,96,0.5000000000,0.6458333333,0.7200903108,0.6656270000,0.0917400000,0.6410521000,0.0558048000,0.2250503333,0.1073493622,0.0598588400,0.7475057600,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,5,96,0.5000000000,0.7604166667,0.8359684788,0.6665860000,0.0924200000,0.6419803000,0.0541919000,0.2238451667,0.1078992546,0.0602867200,0.7480856800,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,6,96,0.5000000000,0.7916666667,0.8672166468,0.6675450000,0.0931000000,0.6429085000,0.0540790000,0.2238066667,0.1084491470,0.0607146000,0.7486656000,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,7,96,0.5000000000,0.6562500000,0.7256375120,0.6685040000,0.0937800000,0.6298297000,0.0569661000,0.2261015000,0.1092511654,0.0611424800,0.7492455200,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,8,96,0.5000000000,0.8125000000,0.8838306800,0.6694630000,0.0944600000,0.6307579000,0.0546032000,0.2243130000,0.1098010578,0.0615703600,0.7498254400,full_action_conditioned_mechanism_retrieval
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,9,96,0.5000000000,0.7395833333,0.8094114079,0.6564150000,0.0951400000,0.6316861000,0.0563653000,0.2257328333,0.1023469502,0.0619982400,0.7492848000,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,0,96,0.5216000000,0.7395833333,0.8119239463,0.6628640000,0.0927360320,0.6383260389,0.0545570222,0.2284298333,0.1073472527,0.0612673765,0.7441689581,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,1,96,0.5216000000,0.6979166667,0.7691172039,0.6638300000,0.0934210320,0.6392610639,0.0557599722,0.2294151667,0.1079012473,0.0616983365,0.7447531381,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,2,96,0.5216000000,0.7500000000,0.8215192116,0.6647960000,0.0941060320,0.6401960889,0.0552754222,0.2290880000,0.1084552418,0.0621292965,0.7453373181,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,3,96,0.5216000000,0.6979166667,0.7681337193,0.6657620000,0.0947910320,0.6411311139,0.0566658722,0.2302191667,0.1090092364,0.0625602565,0.7459214981,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,4,96,0.5216000000,0.7916666667,0.8648917469,0.6667280000,0.0954760320,0.6420661389,0.0554313222,0.2233056667,0.1095632309,0.0569882165,0.7465056781,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,5,96,0.5216000000,0.6770833333,0.7444664518,0.6676940000,0.0961610320,0.6289941639,0.0579467722,0.2253118333,0.1103693515,0.0574191765,0.7470898581,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,6,96,0.5216000000,0.7291666667,0.7949074795,0.6546530000,0.0968460320,0.6299291889,0.0574622222,0.2249846667,0.1109233460,0.0578501365,0.7465534781,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,7,96,0.5216000000,0.7812500000,0.8473094872,0.6556190000,0.0975310320,0.6308642139,0.0569776722,0.2246575000,0.1114773406,0.0582810965,0.7471376581,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,8,96,0.5216000000,0.8125000000,0.8857637359,0.6565850000,0.0882110320,0.6321494139,0.0561677722,0.2246220000,0.1035708070,0.0585519765,0.7483221381,full_action_conditioned_mechanism_retrieval
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,9,96,0.5216000000,0.8125000000,0.8852719936,0.6575510000,0.0888960320,0.6330844389,0.0566207222,0.2250240000,0.1041248015,0.0589829365,0.7489063181,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,0,96,0.5540000000,0.8541666667,0.9193681470,0.6610330000,0.0959750800,0.6351488722,0.0593372556,0.2287456667,0.1137141989,0.0603556013,0.7398001352,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,1,96,0.5540000000,0.7708333333,0.8342281031,0.6620340000,0.0966850800,0.6361180222,0.0613069556,0.2303293333,0.1142887042,0.0608019613,0.7404056152,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,2,96,0.5540000000,0.8125000000,0.8801551192,0.6630350000,0.0973950800,0.6370871722,0.0610266556,0.2241600000,0.1068592095,0.0612483213,0.7410110952,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,3,96,0.5540000000,0.7395833333,0.8055938253,0.6640360000,0.0981050800,0.6380563222,0.0628088556,0.2255978333,0.1074337148,0.0616946813,0.7416165752,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,4,96,0.5540000000,0.8125000000,0.8771740515,0.6510300000,0.0988150800,0.6390254722,0.0619660556,0.2249940000,0.1080082201,0.0621410413,0.7411014952,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,5,96,0.5540000000,0.7812500000,0.8449277576,0.6520310000,0.0995250800,0.6399946222,0.0629982556,0.2258485000,0.1085827254,0.0625874013,0.7417069752,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,6,96,0.5540000000,0.7083333333,0.7667991609,0.6530320000,0.1002350800,0.6269567722,0.0647804556,0.2272863333,0.1094093567,0.0630337613,0.7423124552,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,7,96,0.5540000000,0.7500000000,0.8086041171,0.6540330000,0.1009450800,0.6279259222,0.0645001556,0.2271200000,0.1099838620,0.0634801213,0.7429179352,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,8,96,0.5540000000,0.7708333333,0.8328533732,0.6550340000,0.1016550800,0.6288950722,0.0585918556,0.2272453333,0.1105583673,0.0639264813,0.7435234152,full_action_conditioned_mechanism_retrieval
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,9,96,0.5540000000,0.7187500000,0.7845782804,0.6560350000,0.0923600800,0.6302143972,0.0592987056,0.2283915000,0.1106763445,0.0582097613,0.7447291952,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,0,96,0.3420800000,0.7291666667,0.8215565566,0.6763642000,0.0760111216,0.6243794507,0.0426027785,0.2229320667,0.0878168704,0.0549090579,0.7642804687,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,1,96,0.3420800000,0.7604166667,0.8528193658,0.6772952000,0.0766711216,0.6252803507,0.0424764785,0.2228815667,0.0883503542,0.0553246179,0.7648433487,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,2,96,0.3420800000,0.7187500000,0.8100309250,0.6782262000,0.0773311216,0.6261812507,0.0436626785,0.2238519000,0.0888838380,0.0557401779,0.7654062287,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,3,96,0.3420800000,0.8125000000,0.9047662342,0.6791572000,0.0779911216,0.6270821507,0.0424113785,0.2229264000,0.0894173218,0.0501527379,0.7659691087,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,4,96,0.3420800000,0.8645833333,0.9571865434,0.6800882000,0.0786511216,0.6279830507,0.0419100785,0.2225842333,0.0899508056,0.0505682979,0.7665319887,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,5,96,0.3420800000,0.7604166667,0.8530011199,0.6810192000,0.0793111216,0.6148769507,0.0382182785,0.2184265667,0.0907364154,0.0509838579,0.7670948687,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,6,96,0.3420800000,0.6979166667,0.7890551791,0.6819502000,0.0799711216,0.6157778507,0.0397794785,0.2196885667,0.0912698992,0.0513994179,0.7676577487,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,7,96,0.3420800000,0.7916666667,0.8837904883,0.6828812000,0.0806311216,0.6166787507,0.0385281785,0.2187630667,0.0918033830,0.0518149779,0.7682206287,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,8,96,0.3420800000,0.7604166667,0.8567094986,0.6838122000,0.0712861216,0.6179298257,0.0388265285,0.2195875667,0.0918803386,0.0520704579,0.7693838087,full_action_conditioned_mechanism_retrieval
combined_stress,source_matched,peg_insert_contact_search,9,96,0.3420800000,0.7916666667,0.8879723078,0.6847432000,0.0719461216,0.6188307257,0.0387002285,0.2195370667,0.0924138224,0.0524860179,0.7699466887,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,0,96,0.4068800000,0.6875000000,0.7702104049,0.6683112000,0.0792192176,0.6169215674,0.0451953452,0.2267614000,0.0969954766,0.0525831875,0.7546917429,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,1,96,0.4068800000,0.8229166667,0.9072497332,0.6692632000,0.0798942176,0.6178429424,0.0432040952,0.2252615667,0.0975412668,0.0530079875,0.7552674029,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,2,96,0.4068800000,0.7187500000,0.8030188314,0.6702152000,0.0805692176,0.6187643174,0.0455253452,0.2211129000,0.0980870571,0.0534327875,0.7558430629,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,3,96,0.4068800000,0.7604166667,0.8448494097,0.6711672000,0.0812442176,0.6196856924,0.0452215952,0.2209255667,0.0986328473,0.0538575875,0.7564187229,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,4,96,0.4068800000,0.7604166667,0.8443649880,0.6721192000,0.0819192176,0.6206070674,0.0456678452,0.2213215667,0.0991786376,0.0542823875,0.7569943829,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,5,96,0.4068800000,0.6770833333,0.7592505663,0.6730712000,0.0825942176,0.6215284424,0.0476140952,0.2228842333,0.0997244278,0.0547071875,0.7575700429,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,6,96,0.4068800000,0.6979166667,0.7799236446,0.6740232000,0.0832692176,0.6224498174,0.0476853452,0.2229885667,0.1002702181,0.0551319875,0.7581457029,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,7,96,0.4068800000,0.8229166667,0.9063842229,0.6749752000,0.0839442176,0.6233711924,0.0458815952,0.2216345667,0.1008160083,0.0555567875,0.7587213629,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,8,96,0.4068800000,0.7083333333,0.7916145912,0.6759272000,0.0846192176,0.6242925674,0.0483903452,0.2236347333,0.0933577986,0.0559815875,0.7592970229,full_action_conditioned_mechanism_retrieval
combined_stress,friction_mismatch,peg_insert_contact_search,9,96,0.4068800000,0.6979166667,0.7769841167,0.6768792000,0.0852942176,0.6112069424,0.0490240952,0.2241765667,0.0941557148,0.0564063875,0.7598726829,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,0,96,0.4356800000,0.6979166667,0.7750942590,0.6668232000,0.0805855936,0.6127791442,0.0493674916,0.2268705667,0.1013555271,0.0580278495,0.7581307204,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,1,96,0.4356800000,0.8020833333,0.8803790357,0.6678102000,0.0812855936,0.6137346442,0.0479554916,0.2258232333,0.1019218281,0.0584680495,0.7587276804,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,2,96,0.4356800000,0.7291666667,0.8058250624,0.6687972000,0.0819855936,0.6146901442,0.0497309916,0.2272550667,0.1024881291,0.0589082495,0.7593246404,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,3,96,0.4356800000,0.8020833333,0.8814146092,0.6697842000,0.0826855936,0.6156456442,0.0488814916,0.2206422333,0.1030544301,0.0593484495,0.7519176004,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,4,96,0.4356800000,0.7187500000,0.7962818859,0.6707712000,0.0833855936,0.6166011442,0.0508444916,0.2222199000,0.1036207311,0.0537856495,0.7525145604,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,5,96,0.4356800000,0.7187500000,0.7978602027,0.6717582000,0.0840855936,0.6175566442,0.0513074916,0.2226309000,0.0961830321,0.0542258495,0.7531115204,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,6,96,0.4356800000,0.7083333333,0.7867787294,0.6727452000,0.0847855936,0.6185121442,0.0519579916,0.2231877333,0.0967493331,0.0546660495,0.7537084804,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,7,96,0.4356800000,0.7187500000,0.7968547561,0.6737322000,0.0854855936,0.6194676442,0.0522334916,0.2234529000,0.0973156341,0.0551062495,0.7543054404,full_action_conditioned_mechanism_retrieval
combined_stress,support_topology_shift,peg_insert_contact_search,8,96,0.4356800000,0.7083333333,0.7857732829,0.6747192000,0.0861855936,0.6204231442,0.0528839916,0.2240097333,0.0978819351,0.0555464495,0.7549024004,full_action_conditioned_mechanism_retrieval
